comments,words
344,"['used', 'enjoy', 'this', 'app', 'but', 'now', 'can', 'do', 'five', 'minute', 'session', 'without', 'it', 'crashing', 'times', 'now', 'not', 'sure', 'why', 'this', 'has', 'started', 'happening', 'it', 'used', 'be', 'fine', 'pretty', 'more', 'timing', 'was', 'considering', 'buying', 'full', 'version', 'but', 'that', 'won', 'be', 'happening', 'if', 'it', 'keeps', 'crashing', 'like', 'this', ""can't"", ""won't""]"
345,"['tottaly', 'worth', 'it', 'even', 'free', 'one', 'will', 'get', 'you', 'abs', '5min', '10', 'min', 'work', 'out', 'feeling', 'burn', 'right', 'now', 'regret', 'doing', 'it', 'ah', 'pain', 'of', 'workin', 'out']"
346,['amazing']
347,"['great', 'ap']"
348,"['ab', 'workout', 'app']"
349,['best']
350,"['its', 'great']"
351,['cool']
352,['awesome']
353,"['quality', 'exercises']"
354,"['feel', 'burn', 'after', 'just', 'few', 'rounds', 'switched', 'insanity', 'for', 'while', 'but', 'their', 'insane', 'abbs', 'workout', 'does', 'not', 'burn', 'like', 'this', 'does', 'love', 'this', 'app', 'highly', 'recommend', 'it']"
355,"['did', '10', 'exercise', 'workout', 'of', '10', 'moves', 'were', 'crunches', 'besides', 'fact', 'that', 'it', 'extremely', 'repetitive', 'read', 'boring', 'crunches', 'are', 'pretty', 'bad', 'for', 'you', 'app', 'also', 'had', 'lot', 'of', 'intrusive', 'ads', ""it's""]"
356,"['personally', 'like', 'this', 'because', 'it', 'works', 'for', 'me', 'sometimes', 'you', 'might', 'just', 'have', 'download', 'couple', 'of', 'apps', 'see', 'what', 'fits', 'you', 'best']"
357,"['which', 'would', 'be', 'better', 'confused', 'between', 'virtual', 'gym', 'this', 'app', 'actually', 'am', 'not', 'installed', 'it', 'yet', 'because', 'of', 'my', 'internet', 'connection', 'has', 'gone', 'it', 'actually', 'finished', 'so', 'could', 'just', 'write', 'this', 'comment', 'did', 'not', 'have', 'enough', 'megabytes', 'left', 'download', 'when', 'you', 'll', 'read', 'this', 'would', 'have', 'already', 'installed', 'it', ""i'm"", ""it's"", ""you'll""]"
358,"['useful', 'for', 'anyone', 'thanks']"
359,"['great', 'app']"
360,['superb']
361,"['its', 'amazing', 'see', 'how', 'much', 'you', 'actually', 'overeat', 'when', 'it', 'comes', 'calories', 'diet', '90%', 'of', 'effort', 'in', 'weight', 'control', 'slogging', 'it', 'in', 'gym', 'helps', 'but', 'isn', 'key', 'would', 'give', 'stars', 'if', 'they', 'had', 'setting', 'use', 'kg', 'with', 'miles', 'instead', 'of', 'having', 'use', 'separate', 'app', 'for', 'conversion', 'food', 'tracker', 'widget', 'also', 'poor', 'quality', 'looks', 'like', 'child', 'drew', 'it', 'customer', 'service', 'don', 'think', 'they', 'have', 'heard', 'of', 'either', ""isn't"", ""don't""]"
362,"['its', 'changed', 'so', 'much', 'got', 'it', 'originally', 'for', 'food', 'journal', 'but', 'fell', 'in', 'love', 'with', 'weight', 'graph', 'forum', 'many', 'different', 'articles', 'was', 'delivered', 'each', 'day', 'it', 'helped', 'me', 'live', 'healthier', 'now', 'noom', 'almost', 'unrecognizable', 'me', 'forum', 'gone', 'so', 'no', 'more', 'dozens', 'of', 'topics', 'talk', 'about', 'we', 'only', 'get', 'one', 'article', 'rest', 'aren', 'available', 'unless', 'we', 'pay', 'hate', 'it', 'everything', 'about', 'going', 'pro', '$10', 'month', 'smh', ""aren't""]"
363,"['paid', 'for', 'pro', 'which', 'meant', 'have', 'lost', 'my', 'data', 'didny', 'get', 'upgraded', 'their', 'customer', 'service', 'doesn', 'respond', 'emails', ""doesn't""]"
364,"['its', 'really', 'helpful', 'app', 'with', 'lots', 'of', 'curiosities', 'tips', 'every', 'day', 'but', 'it', 'doesnt', 'count', 'steps', 'properly', 'but', 'in', 'overall', 'it', 'great', 'totally', 'reccomend', 'it']"
365,"['still', 'one', 'of', 'best', 'but', 'needs', 'better', 'database', 'for', 'food', 'like', 'fitnesspal', 'weight', 'graph', 'not', 'motivating', 'you', 'lose', 'kg', 'it', 'still', 'flat', 'message', 'just', 'great', 'keep', 'it', 'up', 'could', 'be', 'more', 'interactive', 'widget', 'also', 'useless', 'overall', 'not', 'bad']"
366,"['wish', 'noom', 'included', 'water', 'intake', 'tracker', 'also', 'calorie', 'density', 'great', 'way', 'watch', 'what', 'you', 're', 'eating', 'but', 'some', 'healthier', 'foods', 'like', 'flaxseed', 'show', 'up', 'red', 'because', 'of', 'their', 'density', 'among', 'other', 'foods', 'that', 'are', 'mostly', 'unhealthy', 'you', 'can', 'rely', 'on', 'app', 'know', 'that', 'your', 'diet', 'healthy', 'you', 'still', 'have', 'do', 'some', 'research', 'fitness', 'log', 'great', 'but', 'wonder', 'about', 'accuracy', 'of', 'calorie', 'counts', 'per', 'exercise', 'not', 'willing', 'spend', '$10', 'month', 'on', 'pro', 'but', 'free', 'app', 'could', 'have', 'more', 'features', ""you're"", ""can't"", ""i'm""]"
367,"['since', 'more', 'than', 'years', 'ago', 'have', 'not', 'had', 'conviction', 'follow', 'diet', 'not', 'way', 'that', 'used', 'do', 'it', 'suddenly', 'found', 'this', 'amazing', 'app', 'that', 'helps', 'me', 'get', 'motivated', 'learn', 'more', 'about', 'food', 'it', 'also', 'helps', 'me', 'stay', 'focus', 'on', 'my', 'goal', 'just', 'fell', 'in', 'love', 'with', 'this', 'app', 'only', 'have', 'week', 'trying', 'it', 'lost', 'almost', 'lbs']"
368,"['am', 'not', 'extremely', 'overweight', 'but', 'do', 'eat', 'unhealthy', 'that', 'becomes', 'problem', 'later', 'in', 'life', 'with', 'this', 'app', 'you', 'can', 'buckle', 'down', 'diet', 'like', 'fitness', 'freak', 'have', 'fun', 'while', 'you', 're', 'doing', 'it', 'what', 'like', 'most', 'how', 'it', 'encourages', 'you', 'be', 'best', 'you', 'can', 'be', 'how', 'you', 'can', 'log', 'food', 'you', 'eat', 'other', 'apps', 'require', 'pay', 'just', 'try', 'it', 'that', 'doesn', 'make', 'anyone', 'want', 'work', 'out', 'but', 'with', 'noom', 'you', 'll', 'want', 'eat', 'healthy', 'you', 'll', 'want', 'look', 'forward', 'exercising', 'you', 'will', 'lose', 'weight', ""you're"", ""doesn't"", ""you'll"", ""you'll""]"
369,"['its', 'way', 'too', 'power', 'consuming', 'fix', 'this', 'stars', 'will', 'be', 'yours']"
370,"['good', 'motivation', 'with', 'daily', 'tasks', 'alerts', 'put', 'in', 'your', 'meals', 'are', 'great', 'always', 'forget', 'bit', 'unsure', 'at', 'how', 'accurate', 'pedometer', 'but', 'like', 'that', 'at', 'works', 'non', 'stop']"
371,"['helps', 'show', 'wat', 'have', 'eaten', 'along', 'with', 'exercise', 'log', 'gives', 'steps', 'keep', 'on', 'right', 'track']"
372,"['it', 'much', 'better', 'if', 'only', 'you', 'also', 'add', 'more', 'kfc', 'jollibee', 'or', 'chowking', 'menus']"
373,"['simple', 'easy', 'smart', 'it', 'really', 'helps', 'you', 'become', 'disciplined', 'maintain', 'helthy', 'weight']"
374,"['great', 'app', 'but', 'never', 'finds', 'barcode', 'when', 'scan', 'update', 'or', 'will', 'have', 'uninstall', 'my', 'son', 'has', 'my', 'fitness', 'pal', 'we', 'compete', 'lose', 'may', 'switch', 'if', 'you', 'don', 'update', 'your', 'barcode', 'can', 'finds', 'steamfresh', 'vegetables', 'come', 'on', ""don't"", ""can't""]"
375,"['really', 'love', 'this', 'app', 'but', 'main', 'reason', 'downloaded', 'this', 'app', 'was', 'for', 'recipes', 'was', 'right', 'on', 'my', 'way', 'purchase', 'pro', 'version', 'which', 'thought', 'was', 'about', '$1', '99', 'then', 'saw', 'it', 'was', '$10', 'month', 'this', 'crazy', 'really', 'overpriced', 'you', 'should', 'atleast', 'have', 'few', 'new', 'recipes', 'each', 'day', 'for', 'free', 'version', 'stars', 'for', 'app', 'itself', 'cause', 'really', 'enjoy', 'it', 'stars', 'for', 'not', 'having', 'recipes', 'available', 'free', 'users', 'for', 'being', 'overpriced']"
376,"['it', 'looks', 'like', 'really', 'nice', 'app', 'thus', 'far', 'yet', 'think', 'it', 'was', 'designed', 'more', 'for', 'phones', 'in', 'mind', 'than', 'tablets', 'when', 'adding', 'foods', 'sidebar', 'overlaps', 'search', 'options', 'so', 'it', 'hard', 'know', 'what', 'selecting', 'also', 'tablet', 'not', 'easy', 'carry', 'about', 'on', 'walks', 'runs', 'so', 'perhaps', 'option', 'use', 'different', 'pedometer', 'later', 'input', 'your', 'steps', 'although', 'this', 'may', 'be', 'unnecessary', 'you', 'can', 'input', 'several', 'exercise', 'options', 'including', 'walking', 'running', 'overall', 'like', 'it', 'but', 'things', 'need', 'work', ""it's"", ""i'm""]"
377,"['ve', 'been', 'using', 'it', 'for', 'week', 'now', 'like', 'it', 'very', 'much', 'so', 'far', 'haven', 'loose', 'any', 'kgs', 'yet', 'but', 'it', 'helps', 'choose', 'what', 'you', 'eat', 'recommend', ""i've"", ""haven't""]"
378,"['it', 'used', 'be', 'great', 'app', 'before', 'forums', 'were', 'taken', 'away', 'it', 'just', 'like', 'every', 'other', 'calorie', 'tracking', 'app', 'now', ""it's""]"
379,"['only', 'big', 'complaint', 'that', 'you', 'have', 'log', 'your', 'weight', 'see', 'weight', 'graph']"
380,"['wonderful', 'application', 'helpt', 'me', 'reach', 'ceep', 'my', 'ideal', 'weight']"
383,"['ve', 'been', 'trying', 'lose', 'weight', 'for', 'year', 'now', 'but', 'no', 'avail', 'not', 'pound', 'dropped', 'kept', 'off', 'but', 'then', 'got', 'noom', 'everyday', 'since', 'got', 'this', 'app', 've', 'lost', 'at', 'least', 'lbs', 'best', 'part', 'that', 'it', 'so', 'easy', 'no', 'strict', 'diet', 'no', 'intense', 'workouts', 'no', 'calorie', 'counting', 'don', 'even', 'have', 'give', 'up', 'my', 'favorite', 'admittedly', 'unhealthy', 'foods', 'am', 'beyond', 'satisfied', 'amazed', 'eager', 'continue', ""i've"", ""i've"", ""it's"", ""don't"", ""i'm""]"
384,"['this', 'great', 'app', 'educate', 'you', 'about', 'health', 'topics', 'keep', 'track', 'of', 'weight', 'loss']"
385,"['have', 'never', 'seen', 'such', 'intuitive', 'weight', 'loss', 'app', 'ever', 'it', 'like', 'it', 'understands', 'everything', 'about', 'you', 'so', 'freaking', 'awesome', 'can', 'wait', 'use', 'this', 'already', 'excited', 've', 'only', 'did', 'tutorial', 'w00t', ""it's"", ""can't"", ""i'm"", ""i've""]"
386,"['lost', 'lot', 'of', 'weight', 'in', 'past', 'with', 'noom', 'straightforward', 'calorie', 'logging', 'but', 'ads', 'for', 'pro', 'extra', 'windows', 'prompts', 'within', 'app', 'are', 'getting', 'distracting', 'you', 'can', 'no', 'longer', 'make', 'dial', 'meal', 'standard', 'interface', 'which', 'was', 'my', 'main', 'reason', 'for', 'loving', 'it', 'in', 'past', ""noom's""]"
387,"['had', 'enter', 'all', 'my', 'steps', 'manually', 'it', 'didn', 'track', 'single', 'one', 'on', 'its', 'own', 'htc', 'one', 'm8', ""didn't""]"
388,"['ve', 'been', 'using', 'this', 'app', 'for', 'week', 'now', 'am', 'already', 'starting', 'see', 'weight', 'loss', 'great', 'app', ""i've""]"
389,"['supportive', 'friendly', 'motivational', 'all', 'things', 'help', 'you', 'lose', 'weight', 'helped', 'me', 'plan', 'ahead', 'with', 'meals', 'realise', 'my', 'triggers', 'how', 'avoid', 'them', 'it', 'simply', 'great', ""it's""]"
390,"['for', 'one', 'who', 'dont', 'really', 'like', 'exercise', 'still', 'want', 'have', 'healthy', 'life', 'this', 'app', 'great', 'choice', 'iam', 'happy', 'now', 'that', 'can', 'control', 'what', 'iam', 'eating', 'do', 'simple', 'exercise', 'have', 'healthy', 'life']"
391,"['best', 'aid', 'weight', 'loss', 'have', 'come', 'across', 'easy', 'use', 'motivational', 'continue', '61', 'pounds', 'lost', 'so', 'far', 'love', 'it']"
392,"['best', 'app', 'ever', 'following', 'this', 'has', 'already', 'helped', 'me', 'lose', 'over', 'twenty', 'pounds', 'my', 'touch', 'slide', '3g']"
393,"['this', 'best', 'weight', 'loss', 'app', 've', 'used', ""i've""]"
394,"['its', 'very', 'useful', 'app', 'its', 'actually', 'make', 'feel', 'that', 'have', 'personal', 'coach', 'with', 'just', 'please', 'add', 'cardio', 'gym', 'intense', 'training', 'programme', 'too', 'so', 'one', 'can', 'gount', 'their', 'calorie', 'loss', 'also', 'add', 'water', 'intake', 'reminder']"
395,"['love', 'app', 'but', 'some', 'of', 'its', 'calorie', 'ratings', 'are', 'wrong']"
396,"['motivation', 'for', 'recording', 'planned', 'meals', 'helpped', 'me', 'stay', 'on', 'healthly', 'path', 'just', 'that', 'not', 'losting', 'even', 'kg', 'weight', 'yet', '345223246', '345212240346262271', '345220247']"
397,"['can', 'you', 'make', 'version', 'for', 'windows', 'phones', 'please', 'there', 'are', 'windows', 'users', 'that', 'need', 'this', 'app']"
398,"['increase', 'database', 'of', 'indian', 'foods', 'stars', 'for', 'sure']"
399,"['really', 'nice', 'app']"
400,"['it', 'pretty', 'nice', 'easy', 'use', 'app', 'for', 'keeping', 'track', 'of', 'your', 'diet', 'it', 'has', 'one', 'really', 'annoying', 'thing', 'though', 'you', 'can', 'completely', 'disable', 'pedometer', 'that', 'makes', 'for', 'higher', 'battery', 'consumption', 'add', 'option', 'for', 'disabling', 'it', 'it', 'will', 'be', 'star', ""can't""]"
401,"['very', 'happy', 'but', 'it', 'could', 'have', 'more', 'foods', 'in', 'database']"
